,feat,p,stat
52,Tumor_Other_quantile0.4_nuclear_eosin_min,0.15520153617525032,-0.6315425974301542
161,Fat_largest_component_area,0.15541461016522862,0.5933917645070633
204,Tumor_Other_quantile0.5_nuclear_hematoxylin_min,0.1586504972837099,-0.7728391001422525
168,Fat_largest_component_convex_area,0.16209363544528219,0.7355401816405206
132,fraction_area_necrotic,0.17014600444262645,0.5501598862673864
187,Tumor_largest_component_convex_area,0.17422588754665647,1.3492138519801473
7,Tumor_Other_mean_nuclear_hematoxylin_stdDev,0.180718206693592,0.5483446136232144
78,Tumor_Other_quantile0.6_nuclear_hematoxylin_stdDev,0.18273720685468203,0.5476182705384365
195,Tumor_Other_quantile0.6_nuclear_hematoxylin_min,0.18995751656324328,-0.7027093719066559
4,Tumor_Other_quantile0.1_nuclear_eosin_min,0.1952080342834424,-0.6260332399759396
128,Tumor_perimeter,0.1963951971976523,0.8546101227084476
174,Tumor_Other_quantile0.5_nuclear_eosin_min,0.19820637005197309,-0.5606567096222521
231,Tumor_solidity,0.20194467685056508,0.5663275398844129
164,Necrosis_area,0.20304099836143574,0.5236964661785382
141,Stroma_eccentricity,0.20464614052234678,-0.4753493679690648
56,Stroma_largest_component_extent,0.2125221492446016,0.2988810217596828
86,Stroma_minor_axis_length,0.21431957758690887,-0.7102314929015453
279,Necrosis_largest_component_PA_ratio,0.22493365446604618,0.4095239155483364
106,Tumor_extent,0.23601082570837206,0.6095608040776407
119,Tumor_Other_mean_nuclear_hematoxylin_min,0.2362406111807455,-0.637646621512964
31,Fat_largest_component_equivalent_diameter,0.23632881784249343,0.4418601505564454
263,Tumor_Other_quantile0.7_nuclear_hematoxylin_min,0.2372521771926,-0.6159622561738796
153,Tumor_Other_quantile0.7_nuclear_hematoxylin_stdDev,0.24290316622915148,0.4852944884544142
127,Stroma_largest_component_equivalent_diameter,0.2484967391857984,-0.9796486344937013
53,Tumor_largest_component_eccentricity,0.24983171979996438,-0.21073967166334742
58,Stroma_largest_component_major_axis_length,0.2531421899995313,-0.7767703534121212
40,Tumor_Other_var_nuclear_max_diameter,0.2588548372703359,0.7014065988155669
99,Tumor_Other_quantile0.6_nuclear_eosin_min,0.2664643809043372,-0.47248304550675835
229,Stroma_largest_component_perimeter,0.2751359941205653,-1.3699579720102664
147,Stroma_largest_component_solidity,0.29193443850631073,0.28481887188402866
55,Stroma_largest_component_PA_ratio,0.2941377426126836,0.38601146394282126
227,Tumor_Other_skew_nuclear_eosin_max,0.3085574040057479,-0.6377656649864574
90,Stroma_largest_component_area,0.32351253674026925,-1.3902236060659485
49,Tumor_Other_quantile0.8_nuclear_hematoxylin_stdDev,0.32608325992535664,0.45124683886990186
149,Tumor_Other_mean_nuclear_eosin_min,0.3314374464347152,-0.4041589213437647
202,Tumor_Other_quantile0.8_nuclear_hematoxylin_min,0.332420531489578,-0.496243823904573
258,Stroma_largest_component_convex_area,0.3414949326719567,-1.3288190347424194
170,Tumor_Other_quantile0.7_nuclear_eosin_min,0.3463333576189679,-0.39353618420258374
45,Tumor_Other_var_nuclear_eosin_min,0.34894534068951466,0.6050265687782754
124,ratio_necrosis_to_stroma,0.3571134694626149,0.5350466071724104
136,Tumor_largest_component_area,0.35955418889156676,0.8446757831478414
110,Stroma_largest_component_eccentricity,0.3814412282612949,-0.15687948899937829
22,Tumor_Other_quantile0.2_nuclear_solidity,0.39750013356717795,-0.2731565508647464
278,Tumor_Other_quantile0.1_nuclear_eosin_stdDev,0.4079627957023406,0.3546802295073002
152,Fat_largest_component_perimeter,0.41740796572941785,0.34955125276206994
205,Fat_largest_component_minor_axis_length,0.41849867077415903,0.36123600541849316
237,Tumor_Other_skew_nuclear_area,0.4187595674179888,-0.32593941795212206
114,Necrosis_largest_component_eccentricity,0.42130727066361295,-0.14888512765639988
280,Tumor_Other_quantile0.1_nuclear_hematoxylin_max,0.42679361404913907,0.3223386037727895
84,Tumor_Other_quantile0.9_nuclear_eosin_max,0.43092734854488624,-0.29177480497714275
144,Fat_eccentricity,0.4353158299926235,-0.3641823748434507
253,Tumor_minor_axis_length,0.439904317800318,-0.4659616453982813
179,Tumor_Other_var_nuclear_eosin_stdDev,0.4450593806495291,-0.42710546121345916
129,Tumor_Other_skew_nuclear_eosin_min,0.4462695213675252,0.3788435605425464
74,Tumor_Other_quantile0.4_nuclear_solidity,0.4491651891435605,-0.3304479703710824
165,Tumor_Other_quantile0.8_nuclear_eosin_min,0.45603799311680515,-0.30421637335027324
37,Necrosis_largest_component_perimeter,0.45827383811557265,-0.42627468627282233
29,Tumor_Other_quantile0.3_nuclear_hematoxylin_max,0.46156780026504163,0.2852322720027102
117,Tumor_Other_kurtosis_nuclear_eosin_max,0.4621568132632413,-0.41467270509697673
199,Tumor_largest_component_minor_axis_length,0.4628015545600721,-0.3710993680919554
23,Necrosis_minor_axis_length,0.463635602787716,-0.4274081493932095
212,Stroma_euler_number,0.46637461038402983,0.34310894457961
75,Fat_largest_component_PA_ratio,0.46645446766549925,-0.2773075169789054
206,Tumor_Other_quantile0.2_nuclear_hematoxylin_max,0.4686971734355826,0.2859732586975366
111,Tumor_Other_quantile0.1_nuclear_hematoxylin_median,0.4703418172401348,-0.3570151547421214
178,Tumor_Other_quantile0.9_nuclear_hematoxylin_stdDev,0.47956301079437713,0.3473741782439148
244,Tumor_Other_quantile0.4_nuclear_hematoxylin_max,0.48750011481181443,0.26441691224728814
259,Tumor_Other_quantile0.2_nuclear_eosin_stdDev,0.4909097832107028,0.28673542228125487
96,Tumor_eccentricity,0.4969131570274684,-0.2757882173198673
242,Tumor_Other_skew_nuclear_circularity,0.4973017910168781,0.3310193701598531
26,Necrosis_largest_component_convex_area,0.49747490609373013,-0.4581049187743607
130,Tumor_Other_quantile0.9_nuclear_hematoxylin_min,0.4975818064075108,-0.3362008498390832
76,Tumor_Other_quantile0.5_nuclear_hematoxylin_max,0.5008408023686792,0.25567747054973977
71,Stroma_Lymphocyte_density,0.5026701037387851,0.28912115301844227
101,Tumor_Other_quantile0.2_nuclear_hematoxylin_median,0.531527362817244,-0.29390683091489106
88,Tumor_Other_kurtosis_nuclear_hematoxylin_stdDev,0.5353361460912704,0.38228707011564733
151,Tumor_Other_var_nuclear_hematoxylin_stdDev,0.5359696683695785,-0.3830718148706487
38,Tumor_Other_quantile0.6_nuclear_hematoxylin_max,0.5374652203306658,0.23446118968241422
77,Stroma_area,0.552950102447232,-0.3292931161398261
30,Tumor_Other_quantile0.3_nuclear_eosin_stdDev,0.5641197278516218,0.23390115225848854
228,Tumor_Other_quantile0.8_nuclear_eosin_max,0.5656846636442218,-0.20855620327040825
224,Tumor_Other_kurtosis_nuclear_hematoxylin_max,0.5664127604590604,0.3518571685841958
140,Tumor_Other_quantile0.1_nuclear_hematoxylin_mean,0.5710659644569424,-0.2774648301493117
243,Necrosis_largest_component_minor_axis_length,0.5788168750759912,-0.33542597639239435
200,Tumor_Other_quantile0.7_nuclear_hematoxylin_max,0.5797946723788594,0.2117933056426383
254,Tumor_Other_quantile0.9_nuclear_circularity,0.5819515821507624,0.30896288160365637
42,Tumor_Other_kurtosis_nuclear_eosin_stdDev,0.5959719470707718,-0.267456026071271
94,Fat_area,0.5977236719634118,-0.30493322612465407
220,Fat_solidity,0.5987455080861088,0.39992667588508707
70,Tumor_largest_component_equivalent_diameter,0.6040190979279825,0.3245767802000991
64,Tumor_Other_quantile0.9_nuclear_eosin_min,0.6045834125278676,-0.20311097385955545
214,Tumor_Other_quantile0.3_nuclear_hematoxylin_median,0.6049336025880625,-0.23503329007790974
143,Tumor_Other_quantile0.2_nuclear_hematoxylin_mean,0.6073244868182716,-0.23935751131912802
218,Necrosis_largest_component_extent,0.609786189314385,0.13548277589112348
66,Tumor_Other_mean_nuclear_hematoxylin_max,0.6169447498864646,0.19198289027428292
97,Tumor_Other_quantile0.4_nuclear_eosin_stdDev,0.6181806727304682,0.1969375960095333
50,Tumor_Other_kurtosis_nuclear_area,0.6200470192741381,-0.3437590537565896
89,Fat_extent,0.6401551759279767,0.3340506930175178
268,Tumor_Other_skew_nuclear_hematoxylin_mean,0.6409765874357114,0.26937406877075804
154,Tumor_Other_kurtosis_nuclear_solidity,0.6415325635077291,-0.2023442172826515
159,Tumor_largest_component_major_axis_length,0.6521428013995593,0.2429889212679574
239,Tumor_Other_quantile0.3_nuclear_solidity,0.6552832407067133,-0.14425203526529426
3,Tumor_Other_kurtosis_nuclear_circularity,0.6619392115973493,-0.1956724869356446
65,Stroma_PA_ratio,0.6635107326338219,0.17605412040671983
233,Tumor_Other_quantile0.4_nuclear_hematoxylin_median,0.6664873776544762,-0.19127592246765515
46,Fat_perimeter,0.6676174611981159,-0.20037321242033707
33,Tumor_Other_quantile0.8_nuclear_hematoxylin_max,0.6698457152182652,0.16418302806598253
113,Stroma_solidity,0.6716191562658844,0.18243780551258876
160,Tumor_largest_component_perimeter,0.6719672590406116,0.29893621339258397
11,Tumor_Other_quantile0.3_nuclear_hematoxylin_mean,0.6726682739560554,-0.1908061999698149
69,Tumor_Other_quantile0.7_nuclear_eosin_max,0.675373068257002,-0.1526301375047899
104,Tumor_largest_component_euler_number,0.6761890341922462,0.4093842760512989
232,Stroma_Other_density,0.6764199442309846,0.18370258213188187
245,Tumor_Other_quantile0.5_nuclear_eosin_stdDev,0.685632170629938,0.1557138336327197
194,Tumor_Other_quantile0.8_nuclear_circularity,0.6935068317727404,0.21017122401423072
35,Tumor_Other_quantile0.1_nuclear_eosin_mean,0.6938850932182175,-0.13489688158958332
230,Necrosis_largest_component_solidity,0.695686991155639,0.12819076609364194
109,Tumor_Other_mean_nuclear_eosin_max,0.7045929319536239,-0.14025429491917726
203,Tumor_area,0.7200515413172939,0.2061980096113467
134,Tumor_Other_quantile0.4_nuclear_hematoxylin_mean,0.7215000096879849,-0.15749953915990872
12,Tumor_largest_component_extent,0.7217268286667136,0.10429996022465242
115,Tumor_PA_ratio,0.7229920076960736,0.14641196191780903
118,Tumor_Other_kurtosis_nuclear_hematoxylin_mean,0.7326053707830447,0.23655558155573053
249,Tumor_Other_skew_nuclear_hematoxylin_max,0.7333989243665446,-0.2171078328499738
162,Necrosis_largest_component_major_axis_length,0.7343785747931946,-0.1352960489790726
270,Stroma_equivalent_diameter,0.7347446343347057,-0.18138036853955194
112,Tumor_Other_mean_nuclear_eosin_stdDev,0.7355520503753259,0.1279974384056005
43,Tumor_Other_quantile0.6_nuclear_eosin_stdDev,0.7404224983286025,0.12408179141816734
211,Tumor_Other_quantile0.1_nuclear_eosin_median,0.7409678768542883,-0.11257684819590774
122,Fat_largest_component_major_axis_length,0.7424222795015423,0.15126150878157818
19,ratio_necrosis_to_tumor,0.7465042507450692,-0.3192158072750095
68,Tumor_Other_skew_nuclear_solidity,0.7469650930024971,0.13590032090658036
150,Tumor_Other_quantile0.2_nuclear_circularity,0.7505574818553888,-0.15169022292140724
126,Tumor_Other_quantile0.5_nuclear_solidity,0.751611849701459,-0.2333492326827371
32,Stroma_perimeter,0.7520663952298953,0.2193000362090178
190,Tumor_Other_quantile0.3_nuclear_circularity,0.7532654344296195,-0.15583477239534327
240,Tumor_Other_skew_nuclear_hematoxylin_median,0.7590750110150776,0.18310060275773482
158,Tumor_Other_quantile0.6_nuclear_eosin_max,0.7622970892943022,-0.1107176710879842
265,Tumor_Other_quantile0.4_nuclear_circularity,0.7646142116017727,-0.15027745254838293
108,Fat_euler_number,0.7707201746533128,-0.22219828288921573
82,Tumor_Other_quantile0.5_nuclear_hematoxylin_median,0.7726434418371001,-0.12612661455807433
172,Tumor_equivalent_diameter,0.7769833771219706,0.18943199168279934
260,Stroma_largest_component_minor_axis_length,0.7789886810321005,-0.18150973012131952
73,Tumor_Other_quantile0.2_nuclear_eosin_mean,0.7873951034316674,-0.08789754868639833
135,Necrosis_largest_component_area,0.789415556771409,-0.20768520497890988
236,Tumor_Other_quantile0.9_nuclear_hematoxylin_median,0.7984277756928049,0.10775040142820828
61,Tumor_Other_quantile0.7_nuclear_eosin_stdDev,0.7986850852338464,0.09717494724159773
223,Tumor_Other_quantile0.5_nuclear_hematoxylin_mean,0.8083242180166498,-0.10553500284232187
241,ratio_Tumor_Lymphocyte_to_Tumor_Other,0.8085286091923672,-0.1236907142742801
28,Tumor_Other_kurtosis_nuclear_hematoxylin_median,0.8117299421182521,0.15608736373923243
39,Tumor_Other_quantile0.9_nuclear_hematoxylin_max,0.8152826934072912,0.10306727847519243
146,Tumor_Other_mean_nuclear_hematoxylin_median,0.816438866353228,-0.10253471141665288
222,Tumor_Other_quantile0.9_nuclear_hematoxylin_mean,0.8183405396529536,0.09616420664845746
198,Tumor_largest_component_PA_ratio,0.8183882633343376,0.07950489342052959
246,Tumor_Other_skew_nuclear_eosin_stdDev,0.823299189944187,-0.11236651034685007
176,Tumor_Other_quantile0.3_nuclear_eosin_mean,0.8239576015346253,-0.07239524400244898
2,Tumor_Other_quantile0.5_nuclear_eosin_max,0.8358208194377784,-0.07607008416096835
103,Tumor_Other_var_nuclear_hematoxylin_max,0.8359419332567979,0.1055605906481585
235,Tumor_Other_quantile0.1_nuclear_circularity,0.8410743755566557,-0.1042727042724318
92,Tumor_Other_skew_nuclear_hematoxylin_stdDev,0.8416558248925138,-0.10825341262303552
252,Tumor_Other_quantile0.2_nuclear_eosin_median,0.8462575417979399,-0.06326892644581648
133,Tumor_Other_density,0.8473624262977535,0.08382686110391184
163,Tumor_Other_quantile0.4_nuclear_eosin_mean,0.8503223096985086,-0.06209466327966305
183,Tumor_Other_mean_nuclear_hematoxylin_mean,0.8579926752306224,-0.07852389058342302
207,Tumor_Other_quantile0.9_nuclear_eosin_mean,0.8602120072686379,-0.0756345588298415
192,Tumor_Other_quantile0.8_nuclear_eosin_stdDev,0.8603112544459663,0.06803724055727822
169,Tumor_Other_mean_nuclear_eosin_mean,0.8607430002416339,-0.06116752607000558
14,Tumor_Other_kurtosis_nuclear_eosin_min,0.8622639577372738,0.1167545564288854
175,Tumor_Other_quantile0.7_nuclear_circularity,0.8633130099522222,0.08977944415821501
25,Tumor_Other_quantile0.1_nuclear_solidity,0.8703927151588524,-0.061994685118204426
182,Tumor_Other_quantile0.6_nuclear_hematoxylin_median,0.8724821883540469,-0.0690922102767795
100,Tumor_Other_quantile0.5_nuclear_circularity,0.8778788967056558,-0.07509469175986352
269,Tumor_Other_quantile0.5_nuclear_eosin_mean,0.87981027728183,-0.05033707515092126
91,Tumor_Other_skew_nuclear_eosin_median,0.8848331950994305,-0.10359919977314082
54,Tumor_Other_quantile0.3_nuclear_eosin_median,0.8888660742246891,-0.04598279998243045
157,Tumor_largest_component_solidity,0.8892472224126114,-0.04418077728180731
16,Tumor_Other_quantile0.8_nuclear_eosin_mean,0.8904204373346184,-0.05011073084268763
156,Tumor_Other_var_nuclear_eosin_median,0.8935553657086559,0.06987259524562606
116,Tumor_Other_quantile0.6_nuclear_eosin_mean,0.8939172861355142,-0.045081040566320986
177,Tumor_Other_quantile0.6_nuclear_hematoxylin_mean,0.8960450100726657,-0.05611443005487324
173,Tumor_Other_quantile0.4_nuclear_eosin_max,0.9008762123747702,-0.04585467307071658
85,Tumor_Other_quantile0.7_nuclear_eosin_mean,0.9019007682000035,-0.04254977075778828
234,Tumor_Other_var_nuclear_solidity,0.9045481103432167,-0.05583462467246955
277,Tumor_Other_quantile0.8_nuclear_hematoxylin_mean,0.9052315834294371,0.049744705702810595
272,Tumor_Other_quantile0.8_nuclear_hematoxylin_median,0.905533701774857,0.049674461400943136
267,Necrosis_largest_component_equivalent_diameter,0.9110613365163494,-0.06337441512631516
41,Tumor_Other_quantile0.4_nuclear_eosin_median,0.9183802303650779,-0.03402314116517546
63,Tumor_Other_kurtosis_nuclear_eosin_median,0.9251232086843645,0.0693672842789787
27,Tumor_Other_quantile0.9_nuclear_eosin_stdDev,0.9280966030621071,0.03622531390268059
20,Tumor_Other_mean_nuclear_circularity,0.9295700836415415,-0.043923842222201415
21,Tumor_Other_mean_nuclear_eosin_median,0.9301754281059939,-0.031158135521083083
79,Tumor_Other_quantile0.9_nuclear_eosin_median,0.932827740336305,-0.03678259306488888
121,Tumor_Other_var_nuclear_circularity,0.9338374983008033,0.0487241544634069
213,Stroma_extent,0.9373526879347659,0.035194826782942425
18,Necrosis_PA_ratio,0.9383265142380592,-0.03342983224117072
80,Tumor_Other_skew_nuclear_eosin_mean,0.944125910720568,-0.051614127889099
131,Tumor_Other_var_nuclear_hematoxylin_min,0.9487186914172105,0.02694155747777165
102,Tumor_Other_mean_nuclear_solidity,0.9510662279319911,-0.030284973453799074
57,Tumor_Other_quantile0.5_nuclear_eosin_median,0.9540459177630002,-0.01959143539418558
0,Necrosis_euler_number,0.9570537422552378,-0.02482871455910362
93,Tumor_Other_quantile0.1_nuclear_eosin_max,0.9625136950179662,0.017455378703163424
15,Tumor_Lymphocyte_density,0.9626640761577583,-0.021078751579616632
1,Tumor_euler_number,0.9648621001937432,0.028218654356852252
81,Tumor_Other_quantile0.3_nuclear_eosin_max,0.9667291337322432,-0.015405528087382735
274,Tumor_Other_quantile0.8_nuclear_eosin_median,0.9699444389427809,-0.013967007148900203
219,Tumor_Other_kurtosis_nuclear_eosin_mean,0.9701393254247574,0.026220354527867452
208,Tumor_Other_quantile0.6_nuclear_eosin_median,0.9716635495101746,-0.01224076963035885
193,Tumor_Other_var_nuclear_eosin_mean,0.9721494276181328,-0.017300731546790175
123,Tumor_Other_quantile0.7_nuclear_eosin_median,0.9808837340713163,-0.008380214137716061
238,Fat_largest_component_solidity,0.9848227908158022,0.008027082838493765
276,Tumor_Other_quantile0.2_nuclear_eosin_max,0.9850061815232363,0.0069646432524462665
225,Tumor_Other_quantile0.7_nuclear_hematoxylin_median,0.9863778405520731,-0.007254722681032135
145,Fat_largest_component_eccentricity,0.9876620832977784,-0.0030448782330118754
189,Fat_equivalent_diameter,0.9920134680747815,-0.005136381324641896
62,Stroma_largest_component_euler_number,0.9932307293404602,14.812514777492051
171,Tumor_Other_quantile0.6_nuclear_circularity,0.9932969229292232,0.004229680235235465
125,Tumor_Other_quantile0.6_nuclear_solidity,0.9940457545057096,14.810822092808413
44,Fat_largest_component_extent,0.994725561666149,0.0021106636856881716
180,Fat_PA_ratio,0.9985685550946468,-0.000822117161152223
197,Tumor_Other_quantile0.7_nuclear_hematoxylin_mean,0.9988725562169287,0.000599365012389481
185,Tumor_Other_quantile0.8_nuclear_solidity,1.0,0.0
142,Fat_largest_component_euler_number,1.0,0.0
266,Tumor_Other_quantile0.9_nuclear_solidity,1.0,0.0
17,Tumor_Other_quantile0.7_nuclear_solidity,1.0,0.0
24,Necrosis_largest_component_euler_number,1.0,0.0
